name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City, NY",2016-01-14T16:00:00,3.0,-1.6,-7.5,45.72,0.0,0,,0.0,0.0,28.4,21.7,266.0,1013.0,98.2,16.0,160.0,0.6,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-14T17:00:00,3.0,-0.7,-7.0,47.84,0.0,0,,0.0,0.0,20.2,15.1,276.0,1014.3,98.2,16.0,26.0,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-14T18:00:00,3.0,1.0,-6.8,48.25,0.0,0,,0.0,0.0,16.6,7.4,291.0,1014.4,98.2,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-14T19:00:00,3.0,1.9,-7.0,47.84,0.0,0,,0.0,0.0,15.1,5.0,248.0,1014.7,98.2,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-14T20:00:00,3.5,3.5,-6.8,47.13,0.0,0,,0.0,0.0,14.0,1.2,347.0,1014.6,95.1,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-14T21:00:00,3.0,3.0,-6.7,49.22,0.0,0,,0.0,0.0,12.2,4.5,338.0,1014.8,25.4,16.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-14T22:00:00,2.7,0.8,-6.0,52.79,0.0,0,,0.0,0.0,12.2,6.7,71.0,1015.1,88.9,16.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-14T23:00:00,2.9,1.5,-5.3,55.23,0.0,0,,0.0,0.0,12.2,5.4,111.0,1014.8,100.0,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T00:00:00,2.4,2.4,-5.9,54.66,0.0,0,,0.0,0.0,10.8,2.6,36.0,1014.3,80.1,16.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T01:00:00,1.7,-0.1,-6.0,56.64,0.0,0,,0.0,0.0,8.3,6.2,100.0,1013.8,19.2,16.0,0.0,0.0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T02:00:00,2.1,-0.1,-6.2,54.22,0.0,0,,0.0,0.0,9.7,7.6,41.0,1013.9,19.2,16.0,0.0,0.0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T03:00:00,1.6,0.0,-5.1,61.2,0.0,0,,0.0,0.0,9.0,5.4,41.0,1014.0,25.4,16.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T04:00:00,1.5,-1.0,-4.6,63.46,0.0,0,,0.0,0.0,6.8,8.4,39.0,1013.6,25.4,16.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T05:00:00,1.4,-0.3,-4.7,63.43,0.0,0,,0.0,0.0,4.7,5.9,24.0,1013.6,42.1,16.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T06:00:00,2.5,2.5,-3.8,63.29,0.0,0,,0.0,0.0,5.8,4.2,26.0,1014.0,100.0,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T07:00:00,2.4,0.1,-3.0,67.57,0.0,0,,0.0,0.0,6.5,7.8,33.0,1013.7,98.2,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T08:00:00,2.5,0.9,-2.6,69.0,0.0,0,,0.0,0.0,6.8,6.0,33.0,1014.0,95.7,14.2,17.6,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T09:00:00,3.5,1.4,-1.6,69.32,0.0,0,,0.0,0.0,7.6,7.8,51.0,1013.4,50.8,12.6,144.9,0.5,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T10:00:00,4.5,2.5,-1.2,66.65,0.0,0,,0.0,0.0,10.1,8.3,52.0,1012.8,36.7,13.7,281.0,1.0,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T11:00:00,5.5,3.5,-0.7,64.12,0.0,0,,0.0,0.0,12.2,8.8,50.0,1012.5,38.4,13.7,372.1,1.3,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T12:00:00,7.4,6.5,-0.2,58.5,0.0,0,,0.0,0.0,15.1,5.8,29.0,1011.4,38.4,12.2,378.2,1.4,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T13:00:00,8.9,7.6,1.2,58.76,0.0,0,,0.0,0.0,16.6,8.4,168.0,1010.0,35.9,14.8,435.7,1.6,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T14:00:00,10.3,10.3,0.8,51.71,0.0,0,,0.0,0.0,16.9,9.8,145.0,1009.3,38.4,16.0,352.1,1.3,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T15:00:00,9.4,8.2,1.9,59.34,0.0,0,,0.0,0.0,14.0,8.8,52.0,1008.2,38.4,16.0,237.1,0.9,2,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T16:00:00,9.1,7.4,3.4,67.15,0.0,0,,0.0,0.0,27.7,11.0,123.0,1006.3,38.4,16.0,92.7,0.3,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T17:00:00,9.4,7.6,4.3,70.36,0.0,0,,0.0,0.0,27.7,12.4,146.0,1007.2,38.4,16.0,12.9,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T18:00:00,9.3,7.6,3.8,68.83,0.0,0,,0.0,0.0,14.8,11.2,155.0,1007.6,38.4,16.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T19:00:00,9.3,7.5,3.0,64.66,0.0,0,,0.0,0.0,11.5,11.9,163.0,1007.1,38.4,16.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T20:00:00,9.3,8.4,3.3,66.11,0.0,0,,0.0,0.0,11.2,7.2,146.0,1005.8,38.4,16.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T21:00:00,8.9,7.9,3.4,68.56,0.0,0,,0.0,0.0,10.8,7.0,159.0,1004.6,100.0,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T22:00:00,8.0,5.9,4.4,78.29,0.067,0,rain,0.0,0.0,10.4,11.9,57.0,1002.9,93.1,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-15T23:00:00,7.6,5.4,4.1,78.53,0.0,0,,0.0,0.0,37.1,12.4,119.0,1002.0,100.0,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T00:00:00,7.6,6.5,4.4,80.29,0.0,0,,0.0,0.0,12.6,6.8,47.0,1000.1,93.1,14.8,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T01:00:00,7.0,5.0,4.5,83.99,0.0,0,,0.0,0.0,17.6,10.6,48.0,998.6,100.0,10.7,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T02:00:00,6.5,3.3,4.5,86.95,0.761,100,rain,0.0,0.0,19.8,17.2,51.0,997.6,100.0,5.2,0.0,0.0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T03:00:00,5.7,2.7,4.2,90.21,2.846,100,rain,0.0,0.0,23.4,14.9,49.0,996.1,100.0,6.9,0.0,0.0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T04:00:00,6.2,3.7,4.1,86.99,0.652,100,rain,0.0,0.0,23.4,12.0,53.0,995.0,100.0,11.3,0.0,0.0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T05:00:00,6.3,4.5,4.1,86.24,0.943,100,rain,0.0,0.0,23.8,8.6,24.0,994.3,100.0,12.0,0.0,0.0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T06:00:00,6.4,4.8,4.1,85.72,0.277,100,rain,0.0,0.0,22.3,7.8,3.0,994.0,93.1,16.0,0.0,0.0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T07:00:00,6.2,3.4,4.1,86.46,0.176,0,rain,0.0,0.0,21.2,14.1,310.0,995.1,100.0,11.8,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T08:00:00,6.4,4.4,4.1,85.72,0.5,100,rain,0.0,0.0,29.5,9.4,302.0,996.1,100.0,11.5,9.1,0.0,0,,"Rain, Overcast",rain,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T09:00:00,6.4,3.7,4.5,87.59,0.185,0,rain,0.0,0.0,22.7,13.5,298.0,997.7,100.0,14.2,62.5,0.2,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T10:00:00,6.8,4.7,4.0,82.6,0.0,0,,0.0,0.0,21.2,10.3,309.0,998.7,98.2,14.8,81.3,0.3,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T11:00:00,7.4,4.8,4.2,80.47,0.0,0,,0.0,0.0,20.5,14.3,294.0,998.9,98.2,16.0,141.1,0.5,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T12:00:00,8.6,5.9,4.2,74.06,0.0,0,,0.0,0.0,27.6,17.5,288.0,998.6,95.7,16.0,237.7,0.9,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T13:00:00,10.0,6.8,3.4,63.89,0.0,0,,0.0,0.0,40.7,26.4,292.0,998.8,35.9,16.0,380.7,1.4,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T14:00:00,10.3,10.3,2.2,57.17,0.0,0,,0.0,0.0,34.1,20.8,291.0,999.2,95.7,16.0,304.0,1.1,3,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T15:00:00,10.7,10.7,1.0,51.02,0.0,0,,0.0,0.0,44.6,13.9,293.0,999.8,95.7,16.0,168.3,0.6,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T16:00:00,10.2,10.2,0.2,49.9,0.0,0,,0.0,0.0,34.3,17.7,284.0,1001.3,95.7,16.0,54.7,0.2,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T17:00:00,10.0,10.0,0.9,53.16,0.0,0,,0.0,0.0,35.9,19.9,287.0,1002.8,100.0,16.0,11.9,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T18:00:00,8.5,6.0,-0.9,51.93,0.0,0,,0.0,0.0,50.0,15.6,298.0,1004.2,100.0,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T19:00:00,8.0,5.7,-0.6,54.41,0.0,0,,0.0,0.0,27.7,13.4,272.0,1005.5,97.5,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T20:00:00,8.0,6.1,-0.7,54.22,0.0,0,,0.0,0.0,18.0,10.3,264.0,1006.3,95.7,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T21:00:00,7.5,4.8,-1.5,53.18,0.0,0,,0.0,0.0,35.3,15.3,271.0,1006.7,95.7,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T22:00:00,6.8,4.3,-1.4,55.9,0.0,0,,0.0,0.0,18.7,12.9,264.0,1007.1,65.0,16.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-16T23:00:00,6.2,2.7,-1.4,58.35,0.0,0,,0.0,0.0,19.1,19.1,275.0,1007.5,95.7,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T00:00:00,5.9,3.8,-1.5,59.26,0.0,0,,0.0,0.0,18.0,9.8,278.0,1007.8,95.7,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T01:00:00,5.7,2.8,-1.8,58.86,0.0,0,,0.0,0.0,29.2,13.5,273.0,1008.1,95.7,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T02:00:00,5.1,2.0,-1.7,61.52,0.0,0,,0.0,0.0,20.5,14.8,301.0,1008.8,95.7,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T03:00:00,5.0,2.0,-2.3,59.22,0.0,0,,0.0,0.0,31.7,13.6,311.0,1009.6,95.7,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T04:00:00,4.0,0.6,-4.5,53.95,0.0,0,,0.0,0.0,35.3,14.5,326.0,1010.0,97.5,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T05:00:00,3.0,-0.7,-6.3,50.42,0.0,0,,0.0,0.0,35.3,14.9,332.0,1010.4,30.9,16.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T06:00:00,2.4,-1.3,-6.7,51.43,0.0,0,,0.0,0.0,17.6,13.8,332.0,1010.3,14.2,16.0,0.0,0.0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T07:00:00,1.8,-2.1,-6.8,52.63,0.0,0,,0.0,0.0,17.3,14.7,4.0,1010.4,34.2,16.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T08:00:00,1.8,-2.0,-7.3,50.93,0.0,0,,0.0,0.0,15.8,14.1,16.0,1011.0,36.7,16.0,13.5,0.0,0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T09:00:00,1.8,-1.9,-6.8,52.96,0.0,0,"rain,snow",0.01,0.01,12.6,13.5,48.0,1011.4,36.7,16.0,73.4,0.3,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T10:00:00,1.8,-1.7,-7.3,50.93,0.0,0,"rain,snow",0.01,0.01,15.8,12.4,28.0,1012.3,38.4,16.0,108.0,0.4,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T11:00:00,1.9,-2.1,-7.3,50.64,0.0,0,"rain,snow",0.01,0.02,25.9,15.3,45.0,1011.2,55.1,16.0,143.8,0.5,1,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T12:00:00,2.1,-0.9,-7.4,49.4,0.0,0,rain,0.01,0.03,16.6,10.6,38.0,1010.8,100.0,16.0,153.4,0.6,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T13:00:00,2.1,-1.1,-7.5,49.09,0.0,0,rain,0.01,0.03,14.8,11.7,38.0,1009.0,100.0,16.0,158.2,0.6,2,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T14:00:00,1.8,-1.8,-7.8,49.0,0.0,0,"rain,snow",0.01,0.04,15.8,13.1,18.0,1008.5,100.0,16.0,109.3,0.4,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T15:00:00,1.1,-2.2,-6.7,55.9,0.0,0,"rain,snow",0.01,0.05,15.8,11.3,28.0,1007.8,100.0,13.2,79.8,0.3,1,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T16:00:00,-0.4,-4.3,-4.2,75.38,0.024,0,"rain,snow",0.01,0.05,17.3,12.4,352.0,1006.9,100.0,1.6,37.5,0.1,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T17:00:00,-0.9,-4.0,-3.1,84.98,0.522,100,"rain,snow",0.01,0.06,16.9,8.7,340.0,1007.0,100.0,1.4,12.2,0.0,0,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T18:00:00,-1.0,-1.0,-3.0,86.04,0.539,100,"rain,snow",0.01,0.06,12.2,3.8,359.0,1007.0,100.0,2.0,0.0,0.0,0,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T19:00:00,-0.9,-4.7,-3.4,82.83,0.277,100,"rain,snow",0.01,0.07,11.2,11.1,359.0,1006.6,98.2,5.1,0.0,0.0,0,,"Snow, Rain, Overcast",snow,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T20:00:00,-0.8,-3.6,-3.4,82.35,0.0,0,"rain,snow",0.01,0.08,15.1,7.9,309.0,1006.4,98.2,11.6,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T21:00:00,-1.0,-4.6,-3.9,80.26,0.0,0,"rain,snow",0.01,0.08,18.7,10.4,302.0,1006.3,82.6,14.2,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T22:00:00,-0.8,-4.3,-4.1,78.59,0.0,0,"rain,snow",0.01,0.09,18.7,10.3,306.0,1005.8,27.2,14.8,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-17T23:00:00,-0.5,-2.1,-4.2,76.2,0.0,0,"rain,snow",0.01,0.1,17.3,5.0,321.0,1005.7,88.8,16.0,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T00:00:00,-0.4,-2.2,-4.1,76.46,0.0,0,"rain,snow",0.01,0.1,16.6,5.2,314.0,1005.4,100.0,16.0,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T01:00:00,-0.6,-4.1,-4.7,73.58,0.0,0,"rain,snow",0.01,0.11,20.2,10.3,252.0,1004.9,14.1,16.0,0.0,0.0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T02:00:00,-0.7,-5.3,-4.3,76.78,0.0,0,"rain,snow",0.01,0.12,25.6,15.4,243.0,1005.2,14.1,13.7,0.0,0.0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T03:00:00,-1.1,-5.3,-4.3,78.78,0.0,0,"rain,snow",0.01,0.12,29.5,13.1,256.0,1005.0,10.5,13.8,0.0,0.0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T04:00:00,-1.0,-7.3,-7.1,63.02,0.0,0,"rain,snow",0.01,0.13,42.5,25.9,279.0,1005.3,10.5,15.7,0.0,0.0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T05:00:00,-1.5,-7.9,-12.2,43.96,0.0,0,"rain,snow",0.01,0.14,43.4,25.4,287.0,1005.9,21.0,15.7,0.0,0.0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T06:00:00,-2.8,-9.7,-15.6,36.76,0.0,0,snow,0.01,0.14,46.8,26.7,282.0,1006.7,15.6,16.0,0.0,0.0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T07:00:00,-4.6,-11.5,-11.0,61.25,0.0,0,snow,0.01,0.15,51.7,22.9,309.0,1008.6,98.2,12.1,0.0,0.0,0,,Overcast,cloudy,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T08:00:00,-5.4,-12.3,-13.3,53.61,0.062,0,snow,0.01,0.15,36.8,22.1,298.0,1009.1,82.6,15.7,23.2,0.1,0,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T09:00:00,-4.7,-10.6,-14.7,45.84,0.0,0,,0.0,0.15,43.0,16.5,300.0,1010.2,10.5,15.7,164.4,0.6,2,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T10:00:00,-4.6,-13.0,-15.1,43.71,0.0,0,,0.0,0.14,50.9,33.9,306.0,1010.3,27.1,16.0,307.8,1.1,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T11:00:00,-4.0,-11.0,-16.2,38.13,0.0,0,,0.0,0.14,45.9,24.9,282.0,1010.4,4.4,16.0,408.0,1.5,4,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T12:00:00,-3.0,-10.5,-16.0,36.0,0.0,0,,0.0,0.13,48.9,30.3,290.0,1010.2,10.5,16.0,457.6,1.6,5,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T13:00:00,-2.9,-10.4,-16.7,33.59,0.0,0,,0.0,0.12,52.1,31.7,307.0,1009.8,19.2,16.0,463.8,1.7,5,,Clear,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T14:00:00,-2.3,-8.6,-18.0,28.74,0.0,0,,0.0,0.12,44.8,23.9,294.0,1009.7,80.1,16.0,426.7,1.5,4,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T15:00:00,-3.0,-9.8,-18.3,29.7,0.0,0,,0.0,0.11,48.8,25.6,303.0,1010.2,80.1,16.0,323.1,1.2,3,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T16:00:00,-3.6,-11.3,-17.6,33.01,0.0,0,,0.0,0.1,53.5,31.3,286.0,1011.0,82.6,16.0,184.6,0.7,2,,Partially cloudy,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T17:00:00,-4.7,-11.4,-16.8,38.48,0.0,0,,0.0,0.1,44.8,21.3,296.0,1011.8,19.2,16.0,44.4,0.2,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T18:00:00,-4.9,-13.3,-16.3,40.39,0.0,0,,0.0,0.09,46.9,34.8,292.0,1012.6,15.6,16.0,0.0,0.0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T19:00:00,-5.4,-12.8,-16.8,40.43,0.0,0,,0.0,0.08,47.5,24.8,287.0,1013.9,15.6,16.0,0.0,0.0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T20:00:00,-6.0,-14.5,-16.3,44.04,0.0,0,,0.0,0.08,46.3,32.1,278.0,1014.1,10.5,16.0,0.0,0.0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
"New York City, NY",2016-01-18T21:00:00,-6.4,-14.2,-17.2,42.02,0.0,0,,0.0,0.07,43.4,25.3,285.0,1014.6,6.1,16.0,0.0,0.0,0,,Clear,clear-night,"72505394728,KEWR,KLGA,72502014734,KNYC,72503014732"
