pipeline,process,status,output_path,before_rows,after_rows,coordinate_filtered_rows,before_columns,after_columns,execution_time_seconds
ETL,etl_transform,success,outputs/etl/etl_cleaned_data.csv,104839,104831,8,35,43,14.2862
